Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2024-01-02,399.61572265625,403.0898651884032,397.2830780405233,402.84171215039225,58026900
2024-01-03,395.3871765136719,398.03746422996954,394.95045504511097,396.9753619804944,47002800
2024-01-04,393.35235595703125,396.63789987016224,393.1339800643706,393.5111775418863,39432800
2024-01-05,393.81890869140625,396.6081466799403,392.4193217891686,393.5211371343862,44867900
2024-01-08,401.9583435058594,402.2461792485698,394.90085464326114,395.0497404226151,42473800
2024-01-09,402.75238037109375,403.6854382166415,398.7422187982365,398.9407533453347,39132900
2024-01-10,405.4820861816406,406.49453972667374,402.1767008639439,403.0700457909873,33962800
2024-01-11,406.3258361816406,408.16217492780896,401.2535717625094,406.76258800101436,54536200
2024-01-12,406.5342712402344,408.2117883683885,405.13468433077384,407.36806189631517,39581400
2024-01-16,406.4945068359375,408.0826922955766,403.82437779427454,405.2934546455613,43903000
2024-01-17,404.2015686035156,404.5787660518419,399.94328446434014,403.16927382002206,54386000
2024-01-18,409.9388732910156,410.5245108118268,406.1371821670655,407.4871201217249,59562500
2024-01-19,418.0683898925781,418.22721147612486,411.56679224301826,412.1524297930296,70268500
2024-01-22,418.6143493652344,421.5921859321853,418.0088401780519,420.2819305726181,44880600
2024-01-23,420.35137939453125,420.569755266336,417.46287457334313,419.3091185232333,33003800
2024-01-24,422.6840515136719,426.674372055235,422.187745399915,424.28217295187216,46948000
2024-01-25,423.2002258300781,425.870355123826,420.8477397166701,425.1953557925735,44367200
2024-01-26,420.678955078125,423.0612181922162,420.02382742062906,421.3043055826492,37137000
2024-01-29,424.9869079589844,425.18544251610695,420.48044008296193,421.13556777092185,38694700
2024-01-30,422.157958984375,424.5203808807755,421.2447727186817,423.9446791299793,36739000
2024-01-31,413.8894958496094,419.74590156748536,413.71083292993256,417.7408358983897,64010600
2024-02-01,418.7632751464844,419.2595812883965,414.72333588121046,415.6961068245224,51008600
2024-02-02,425.840576171875,427.0614698097153,419.6665269811323,420.6690447199256,59582300
2024-02-05,425.2846984863281,426.4361019522378,421.86017436580494,425.9001131880756,39889200
2024-02-06,424.43109130859375,427.0416665140926,422.0786049955392,426.43615725692484,35846100
2024-02-07,428.79852294921875,429.63231353953967,425.9199537057518,427.23020904430734,37712700
2024-02-08,429.5926818847656,430.35698244363766,428.2328078928952,428.9176825049018,29889900
2024-02-09,433.8211364746094,434.615244385319,429.9400495497214,430.73412716831155,36943900
2024-02-12,432.123779296875,435.8957237255149,431.43887447486753,433.7119648304013,33203300
2024-02-13,425.3839416503906,428.0838480172426,422.1877291888388,424.1233350750162,64491700
2024-02-14,430.01947021484375,430.4462862023667,425.7115367844957,428.07395873161715,45092700
2024-02-15,431.2999267578125,431.7664556927263,428.1433970126776,430.7142892083879,38796100
2024-02-16,427.3890380859375,431.77636700387006,426.67435609717256,431.6771300185272,53661500
2024-02-20,424.1630554199219,426.9026445116606,420.37126952037295,425.3839490471561,53999500
2024-02-21,422.4656677246094,422.5550294804839,418.5150905198182,421.4135012064581,50179700
2024-02-22,434.8336486816406,435.87587941064345,430.50584358886897,431.28007991981656,53887800
2024-02-23,433.5531921386719,437.3350425168609,432.57051567111625,436.4019845466497,39853900
2024-02-26,433.3248596191406,435.35973287873094,433.13626087088295,434.36712064247854,33043200
2024-02-27,434.3670654296875,434.75416840071773,431.81604503667216,434.43655554750137,33713200
2024-02-28,432.0542907714844,433.44397205103047,431.0914557494604,432.21311235463594,32938800
2024-02-29,435.75677490234375,436.83871861271865,431.80616726799695,434.9924743800023,42495200
2024-03-01,442.31793212890625,443.2807672273285,436.59057032636423,436.65012463825656,43809200
2024-03-04,440.73968505859375,442.74478121201923,440.4915319934369,442.3179349179366,34325700
2024-03-05,432.82855224609375,437.6923764233258,430.4462889444193,437.68244060751323,57917100
2024-03-06,435.54833984375,438.7246808844075,433.6623826177155,437.067035382182,46234500
2024-03-07,442.1591491699219,443.4197558515967,437.603032179318,439.15153519410916,44526700
2024-03-08,435.776611328125,445.3255664484289,435.10164228025627,442.5164568673743,71954300
2024-03-11,434.1586608886719,435.41926746644725,432.22305499880775,434.2777695048875,45860000
2024-03-12,440.38232421875,440.7396500639856,433.23550439283974,436.4813656143289,55300900
2024-03-13,436.99755859375,439.39969365265745,435.87590186464587,439.3798220199932,37928700
2024-03-14,435.895751953125,438.76438556389274,433.16606830352464,438.2383022903819,52195200
2024-03-15,430.7143249511719,435.62773746019997,429.54301946300234,432.8484352505753,73038800
2024-03-18,434.82220458984375,438.3605742247722,434.5836420272337,436.06461051031516,47323800
2024-03-19,435.90557861328125,436.31309139477713,430.6973923723623,432.8045382910624,43004100
2024-03-20,441.0739440917969,441.41187484295807,435.3986426649936,437.1081943269805,43653500
2024-03-21,443.1612548828125,446.6101752233874,442.96248811801075,446.15297829894706,39345700
2024-03-22,443.6681213378906,444.77136321757473,441.7895890577687,442.64438008964424,28229300
2024-03-25,442.0579833984375,443.54887052978523,439.8514692307558,440.85531260665005,27789200
2024-03-26,440.626708984375,444.5129582338751,440.3980953818721,443.58858520265886,34142000
2024-03-27,442.12750244140625,443.8271354848446,439.2451269333431,443.7277369503236,41359200
2024-03-28,441.3125305175781,442.9326326859272,440.954701840876,442.077841642599,36839600
2024-04-01,442.2467956542969,444.8111079660464,440.32849798178324,442.2666632281864,38729000
2024-04-02,438.43011474609375,438.7481779333621,435.3688399821171,437.40637350696596,44259700
2024-04-03,439.41412353515625,441.302574431378,436.28326674244977,436.2931853637425,39949800
2024-04-04,432.6951599121094,444.2346410425793,432.4665463196345,443.61838227140885,57267700
